ID_Venda;Data_Compra;Ano;Mes;Evento;Cidade;Estado;Regiao;Categoria_Evento;Publico_Alvo;Canal_Aquisicao;Tipo_Ingresso;Forma_Pagamento;Status_Venda;Genero_Cliente;Idade_Cliente;Preco_Ingresso_BRL;Quantidade;Valor_Bruto_BRL;Desconto_BRL;Receita_Liquida_BRL;Custo_Evento_BRL;Curtidas_Campanha;Compartilhamentos_Campanha;Novos_Seguidores;Satisfacao;Sentimento_Publico
42226;2025-03-07;2025;3;Campus Party;São Paulo;SP;Sudeste;Games;Jovem adulto;YouTube;Pista;Cartão Crédito;Reembolsado;Masculino;46;122,01;1;122,01;0,00;0,00;17,23;966;55;50;2;Negativo
42227;2025-11-29;2025;11;Anime Friends;Rio de Janeiro;RJ;Sudeste;Cosplay;Adolescente;TikTok;Pista;Pix;Confirmado;Feminino;17;165,42;1;165,42;0,00;165,42;71,29;745;82;38;10;Muito positivo
42228;2025-10-15;2025;10;Feira Geek Local;Indaiatuba;SP;Sudeste;E-sports;Jovem adulto;Instagram;VIP;Cartão Crédito;Confirmado;Masculino;33;341,70;1;341,70;34,17;307,53;180,71;368;88;33;10;Muito positivo
42229;2026-02-19;2026;2;Torneio E-sports;Salvador;BA;Nordeste;Games;Adulto;Instagram;Pista;Pix;Confirmado;Masculino;33;110,93;1;110,93;22,19;88,74;69,79;238;44;13;10;Muito positivo
42230;2025-12-22;2025;12;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;Tecnologia;Adolescente;Google;Meet & Greet;Cartão Crédito;Confirmado;Não informado;13;799,84;2;1599,67;79,98;1519,69;518,07;57;2;4;7;Muito positivo
42231;2025-05-16;2025;5;Torneio E-sports;São Paulo;SP;Sudeste;Cultura Geek;Adolescente;Indicação;Pista;Pix;Confirmado;Masculino;52;164,50;1;164,50;0,00;164,50;87,00;90;22;8;10;Muito positivo
42232;2025-08-13;2025;8;Festival K-pop;Brasília;DF;Centro-Oeste;Tecnologia;Família;TikTok;VIP;Boleto;Confirmado;Não informado;54;361,05;2;722,10;36,11;685,99;333,95;966;98;51;7;Neutro
42233;2025-05-18;2025;5;Festival K-pop;Salvador;BA;Nordeste;E-sports;Jovem adulto;Email Marketing;Online;Cartão Crédito;Confirmado;Feminino;43;34,77;1;34,77;1,74;33,03;12,44;36;4;1;1;Negativo
42234;2025-07-27;2025;7;Encontro Cosplay;Brasília;DF;Centro-Oeste;Games;Jovem adulto;YouTube;VIP;Boleto;Check-in realizado;Feminino;54;236,97;1;236,97;11,85;225,12;79,54;1041;191;133;6;Muito positivo
42235;2025-05-05;2025;5;Brasil Game Show;Recife;PE;Nordeste;Games;Creator/Influencer;Indicação;Meet & Greet;Cartão Crédito;Check-in realizado;Masculino;52;668,53;1;668,53;66,85;601,68;390,03;602;80;46;7;Positivo
42236;2025-11-16;2025;11;Feira Geek Local;Florianópolis;SC;Sul;Games;Adulto;TikTok;Online;Pix;Confirmado;Masculino;54;43,52;1;43,52;2,18;41,34;17,45;1430;71;34;8;Positivo
42237;2025-07-24;2025;7;Lançamento Indie;Indaiatuba;SP;Sudeste;Cosplay;Jovem adulto;Instagram;Pista;Pix;Check-in realizado;Feminino;50;121,17;1;121,17;24,23;96,94;50,47;240;65;20;3;Negativo
42238;2025-09-09;2025;9;Maratona Streamer;Salvador;BA;Nordeste;Quadrinhos;Jovem adulto;YouTube;Pista;Pix;Check-in realizado;Feminino;49;127,74;4;510,96;0,00;510,96;222,80;352;50;18;5;Positivo
42239;2025-07-28;2025;7;Campus Party;Curitiba;PR;Sul;E-sports;Adulto;Google;VIP;Cartão Crédito;Check-in realizado;Masculino;21;222,89;2;445,79;89,16;356,63;236,76;58;12;2;8;Neutro
42240;2025-11-03;2025;11;Anime Friends;Goiânia;GO;Centro-Oeste;Anime;Adulto;YouTube;Camarote;Cartão Crédito;Check-in realizado;Feminino;53;787,65;1;787,65;0,00;787,65;525,69;187;24;11;7;Neutro
42241;2025-03-11;2025;3;Feira Geek Local;Salvador;BA;Nordeste;Tecnologia;Jovem adulto;Instagram;VIP;Pix;Confirmado;Masculino;16;333,32;4;1333,27;199,99;1133,28;791,13;658;102;44;10;Positivo
42242;2025-05-28;2025;5;Festival K-pop;Recife;PE;Nordeste;Cultura Geek;Jovem adulto;Twitch;VIP;Cartão Crédito;Confirmado;Masculino;34;249,10;2;498,19;49,82;448,37;232,54;583;71;21;10;Muito positivo
42243;2025-10-05;2025;10;Lançamento Indie;Belo Horizonte;MG;Sudeste;K-pop;Família;TikTok;Pista;Cartão Débito;Check-in realizado;Feminino;13;138,01;2;276,03;0,00;276,03;122,71;1345;326;157;3;Neutro
42244;2025-05-04;2025;5;CCXP;Florianópolis;SC;Sul;Anime;Família;Twitch;VIP;Boleto;Check-in realizado;Feminino;46;340,42;2;680,84;34,04;646,80;447,41;183;8;4;9;Positivo
42245;2025-01-16;2025;1;Torneio E-sports;Campinas;SP;Sudeste;Anime;Adulto;TikTok;Pista;Pix;Confirmado;Masculino;51;65,76;2;131,52;6,58;124,94;71,48;1239;90;92;4;Neutro
42246;2025-09-29;2025;9;Anime Friends;Belém;PA;Norte;Cosplay;Adulto;Indicação;VIP;Cartão Débito;Confirmado;Feminino;22;368,33;1;368,33;18,42;349,91;209,99;122;17;8;9;Muito positivo
42247;2026-04-19;2026;4;Maratona Streamer;Belém;PA;Norte;E-sports;Família;TikTok;Pista;Pix;Confirmado;Masculino;47;46,34;2;92,69;0,00;92,69;44,11;794;107;33;4;Neutro
42248;2025-04-02;2025;4;CCXP;São Paulo;SP;Sudeste;Cosplay;Adolescente;Google;Pista;Cartão Débito;Confirmado;Feminino;27;190,08;1;190,08;28,51;161,57;93,82;42;4;3;10;Positivo
42249;2025-05-21;2025;5;Festival K-pop;Fortaleza;CE;Nordeste;Anime;Família;Instagram;Pista;Cartão Crédito;Confirmado;Masculino;44;63,23;1;63,23;0,00;63,23;26,08;336;51;29;7;Positivo
42250;2025-09-23;2025;9;Campus Party;Goiânia;GO;Centro-Oeste;Anime;Creator/Influencer;YouTube;Meet & Greet;Pix;Check-in realizado;Masculino;31;456,65;1;456,65;0,00;456,65;193,97;1461;257;116;9;Muito positivo
42251;2025-03-30;2025;3;Festival K-pop;Goiânia;GO;Centro-Oeste;Anime;Creator/Influencer;Google;Online;Cartão Débito;Check-in realizado;Feminino;22;66,92;1;66,92;3,35;63,57;46,24;204;17;13;2;Negativo
42252;2025-02-23;2025;2;Feira Geek Local;Curitiba;PR;Sul;Cultura Geek;Família;TikTok;Meet & Greet;Pix;Check-in realizado;Feminino;44;390,70;1;390,70;39,07;351,63;278,32;2860;436;172;6;Positivo
42253;2025-03-07;2025;3;Anime Friends;Goiânia;GO;Centro-Oeste;Tecnologia;Jovem adulto;Twitch;Meet & Greet;Pix;Confirmado;Masculino;43;527,44;1;527,44;26,37;501,07;278,73;259;25;19;7;Positivo
42254;2025-10-27;2025;10;Maratona Streamer;Brasília;DF;Centro-Oeste;K-pop;Família;TikTok;VIP;Carteira Digital;Confirmado;Masculino;36;430,10;4;1720,42;0,00;1720,42;558,74;1313;64;106;9;Positivo
42255;2026-04-17;2026;4;Feira Geek Local;Curitiba;PR;Sul;E-sports;Adulto;TikTok;Camarote;Cartão Crédito;Confirmado;Feminino;23;599,48;2;1198,95;0,00;1198,95;657,10;3779;997;466;8;Muito positivo
42256;2025-02-05;2025;2;Feira Geek Local;São Paulo;SP;Sudeste;Cosplay;Família;Instagram;Pista;Boleto;Confirmado;Não informado;49;75,75;2;151,51;15,15;136,36;65,19;1150;309;109;1;Negativo
42257;2025-07-05;2025;7;Brasil Game Show;Campinas;SP;Sudeste;Anime;Adolescente;TikTok;VIP;Cartão Crédito;Check-in realizado;Masculino;30;347,32;1;347,32;0,00;347,32;242,21;1138;135;55;6;Negativo
42258;2025-01-06;2025;1;Encontro Cosplay;Florianópolis;SC;Sul;Anime;Família;YouTube;Pista;Pix;Confirmado;Feminino;43;124,55;1;124,55;0,00;124,55;75,28;1402;363;107;2;Negativo
42259;2025-09-28;2025;9;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;Anime;Jovem adulto;Instagram;Camarote;Cartão Débito;Check-in realizado;Feminino;43;600,23;1;600,23;30,01;570,22;329,25;549;93;26;9;Muito positivo
42260;2025-07-22;2025;7;Torneio E-sports;Belém;PA;Norte;Anime;Jovem adulto;TikTok;Camarote;Cartão Débito;Confirmado;Masculino;46;306,80;1;306,80;0,00;306,80;109,40;2842;525;210;9;Positivo
42261;2025-06-07;2025;6;Campus Party;Indaiatuba;SP;Sudeste;Games;Jovem adulto;Instagram;Pista;Boleto;Check-in realizado;Não informado;29;82,12;1;82,12;12,32;69,80;29,52;1199;240;110;4;Negativo
42262;2025-03-06;2025;3;Anime Friends;Fortaleza;CE;Nordeste;Quadrinhos;Família;Google;Camarote;Cartão Crédito;Confirmado;Feminino;24;601,09;1;601,09;60,11;540,98;413,26;237;31;22;8;Positivo
42263;2025-06-26;2025;6;Encontro Cosplay;Belo Horizonte;MG;Sudeste;Games;Adulto;Indicação;Pista;Boleto;Confirmado;Não informado;13;123,83;2;247,65;0,00;247,65;108,40;236;32;19;5;Positivo
42264;2025-09-02;2025;9;CCXP;Fortaleza;CE;Nordeste;Anime;Família;TikTok;Meet & Greet;Pix;Confirmado;Masculino;18;987,34;2;1974,68;0,00;1974,68;788,92;3502;322;122;10;Muito positivo
42265;2025-12-17;2025;12;Campus Party;Porto Alegre;RS;Sul;E-sports;Adolescente;Indicação;VIP;Cartão Crédito;Confirmado;Masculino;15;160,46;1;160,46;32,09;128,37;68,48;340;44;12;7;Neutro
42266;2025-02-14;2025;2;Campus Party;Recife;PE;Nordeste;Cosplay;Adolescente;Indicação;VIP;Cartão Crédito;Confirmado;Feminino;33;255,71;1;255,71;38,36;217,35;145,12;135;5;6;10;Muito positivo
42267;2026-01-09;2026;1;Feira Geek Local;Belém;PA;Norte;E-sports;Jovem adulto;Twitch;Online;Pix;Check-in realizado;Masculino;53;21,74;2;43,47;0,00;43,47;27,24;716;154;57;10;Muito positivo
42268;2025-07-21;2025;7;CCXP;Manaus;AM;Norte;Games;Jovem adulto;YouTube;Camarote;Pix;Confirmado;Masculino;35;504,49;1;504,49;151,35;353,14;217,32;1017;266;144;8;Muito positivo
42269;2025-10-22;2025;10;Maratona Streamer;Belo Horizonte;MG;Sudeste;Cultura Geek;Jovem adulto;Twitch;Meet & Greet;Cartão Crédito;Check-in realizado;Não informado;52;628,83;1;628,83;0,00;628,83;426,83;515;123;53;10;Positivo
42270;2025-07-29;2025;7;Brasil Game Show;Campinas;SP;Sudeste;K-pop;Jovem adulto;Twitch;VIP;Pix;Confirmado;Feminino;39;514,84;1;514,84;0,00;514,84;254,93;148;26;12;9;Positivo
42271;2025-02-08;2025;2;Lançamento Indie;Brasília;DF;Centro-Oeste;Games;Adulto;YouTube;Pista;Pix;Confirmado;Feminino;23;60,01;1;60,01;0,00;60,01;32,83;211;36;19;5;Positivo
42272;2025-10-05;2025;10;Encontro Cosplay;Indaiatuba;SP;Sudeste;Tecnologia;Jovem adulto;Instagram;Pista;Pix;Check-in realizado;Masculino;39;82,10;3;246,30;0,00;246,30;118,41;996;80;92;2;Negativo
42273;2025-06-15;2025;6;Feira Geek Local;Fortaleza;CE;Nordeste;Games;Adulto;Twitch;Camarote;Carteira Digital;Confirmado;Masculino;45;460,80;5;2304,00;115,20;2188,80;1489,42;126;18;8;10;Positivo
42274;2025-05-22;2025;5;Lançamento Indie;Manaus;AM;Norte;Games;Adulto;TikTok;Pista;Cartão Crédito;Cancelado;Masculino;36;102,14;1;102,14;10,21;0,00;20,41;1471;83;53;2;Negativo
42275;2026-01-25;2026;1;CCXP;Recife;PE;Nordeste;Cultura Geek;Adolescente;TikTok;Pista;Pix;Confirmado;Feminino;47;143,83;1;143,83;43,15;100,68;68,42;1475;82;111;10;Positivo
42276;2025-09-08;2025;9;Festival K-pop;Belém;PA;Norte;Cosplay;Jovem adulto;Twitch;Online;Cartão Crédito;Confirmado;Masculino;25;20,17;1;20,17;0,00;20,17;11,29;277;70;37;10;Positivo
42277;2025-08-01;2025;8;Lançamento Indie;São Paulo;SP;Sudeste;Anime;Adulto;Indicação;Meet & Greet;Pix;Confirmado;Feminino;31;726,11;1;726,11;36,31;689,80;514,66;107;28;8;8;Positivo
42278;2025-09-11;2025;9;Anime Friends;Brasília;DF;Centro-Oeste;Quadrinhos;Adolescente;YouTube;Online;Pix;Check-in realizado;Masculino;29;55,84;1;55,84;0,00;55,84;39,98;644;171;72;6;Muito positivo
42279;2025-07-18;2025;7;Anime Friends;Belo Horizonte;MG;Sudeste;Cosplay;Família;Email Marketing;Pista;Pix;Check-in realizado;Masculino;26;62,40;1;62,40;0,00;62,40;29,49;52;10;3;7;Positivo
42280;2025-04-22;2025;4;CCXP;Goiânia;GO;Centro-Oeste;Anime;Adolescente;Instagram;Online;Cartão Crédito;Confirmado;Feminino;53;103,50;1;103,50;0,00;103,50;55,81;962;185;69;8;Muito positivo
42281;2026-04-03;2026;4;Encontro Cosplay;Manaus;AM;Norte;Games;Adolescente;YouTube;Camarote;Pix;Confirmado;Masculino;43;338,51;1;338,51;0,00;338,51;165,33;1330;259;120;9;Muito positivo
42282;2025-04-22;2025;4;Brasil Game Show;Porto Alegre;RS;Sul;E-sports;Jovem adulto;Instagram;VIP;Cartão Crédito;Check-in realizado;Feminino;40;272,38;2;544,75;108,95;435,80;258,37;322;63;12;9;Muito positivo
42283;2026-03-27;2026;3;Maratona Streamer;Curitiba;PR;Sul;Tecnologia;Família;YouTube;Pista;Pix;Check-in realizado;Feminino;31;53,54;4;214,15;0,00;214,15;107,34;75;9;6;6;Neutro
42284;2025-01-31;2025;1;Festival K-pop;Campinas;SP;Sudeste;Games;Família;Email Marketing;Pista;Pix;Check-in realizado;Feminino;46;107,39;2;214,78;10,74;204,04;118,97;99;26;4;9;Muito positivo
42285;2026-05-10;2026;5;Anime Friends;Porto Alegre;RS;Sul;Cosplay;Adolescente;YouTube;VIP;Pix;Confirmado;Feminino;27;557,22;3;1671,66;167,17;1504,49;1029,31;354;37;14;8;Muito positivo
42286;2025-02-18;2025;2;CCXP;Recife;PE;Nordeste;E-sports;Jovem adulto;Indicação;Camarote;Cartão Crédito;Check-in realizado;Masculino;42;488,16;3;1464,48;146,45;1318,03;492,21;33;2;2;8;Positivo
42287;2025-03-07;2025;3;Feira Geek Local;Campinas;SP;Sudeste;Quadrinhos;Adulto;TikTok;VIP;Cartão Débito;Check-in realizado;Feminino;44;317,91;3;953,72;47,69;906,03;422,31;434;52;39;10;Muito positivo
42288;2026-04-25;2026;4;CCXP;Rio de Janeiro;RJ;Sudeste;Games;Adolescente;YouTube;Pista;Pix;Confirmado;Feminino;27;139,08;2;278,17;27,82;250,35;196,21;427;45;25;1;Negativo
42289;2025-06-15;2025;6;Festival K-pop;Belo Horizonte;MG;Sudeste;Cultura Geek;Creator/Influencer;TikTok;Pista;Pix;Confirmado;Feminino;48;51,87;1;51,87;5,19;46,68;21,14;940;250;45;6;Positivo
42290;2025-08-17;2025;8;Festival K-pop;Brasília;DF;Centro-Oeste;Tecnologia;Adulto;TikTok;Pista;Boleto;Check-in realizado;Masculino;30;85,75;2;171,49;17,15;154,34;119,03;4129;374;246;8;Neutro
42291;2026-05-07;2026;5;Torneio E-sports;Manaus;AM;Norte;Quadrinhos;Creator/Influencer;Twitch;Pista;Boleto;Confirmado;Masculino;37;97,75;1;97,75;9,78;87,97;41,84;289;60;11;6;Muito positivo
42292;2025-02-03;2025;2;Festival K-pop;Campinas;SP;Sudeste;Tecnologia;Jovem adulto;Twitch;VIP;Cartão Crédito;Check-in realizado;Feminino;37;229,76;3;689,29;0,00;689,29;393,93;1856;459;126;10;Muito positivo
42293;2025-07-12;2025;7;Feira Geek Local;São Paulo;SP;Sudeste;Games;Adulto;Twitch;VIP;Pix;Check-in realizado;Feminino;33;333,85;2;667,71;33,39;634,32;331,03;385;86;35;7;Positivo
42294;2025-09-19;2025;9;Brasil Game Show;Belo Horizonte;MG;Sudeste;E-sports;Creator/Influencer;TikTok;VIP;Pix;Check-in realizado;Masculino;18;596,28;1;596,28;0,00;596,28;390,20;1841;301;72;10;Muito positivo
42295;2026-03-22;2026;3;Festival K-pop;Campinas;SP;Sudeste;Games;Adulto;YouTube;Pista;Cartão Débito;Confirmado;Masculino;24;78,79;1;78,79;0,00;78,79;51,49;994;127;24;8;Positivo
42296;2025-03-12;2025;3;Torneio E-sports;São Paulo;SP;Sudeste;Cultura Geek;Adolescente;TikTok;Pista;Cartão Débito;Confirmado;Feminino;44;89,41;1;89,41;0,00;89,41;56,60;474;58;28;8;Positivo
42297;2025-08-07;2025;8;Encontro Cosplay;Fortaleza;CE;Nordeste;Cultura Geek;Jovem adulto;TikTok;Pista;Cartão Débito;Check-in realizado;Feminino;20;109,67;3;329,02;0,00;329,02;122,94;1840;164;149;9;Positivo
42298;2026-02-12;2026;2;Brasil Game Show;Indaiatuba;SP;Sudeste;Tecnologia;Jovem adulto;Instagram;Camarote;Pix;Confirmado;Feminino;20;542,09;1;542,09;0,00;542,09;260,10;442;81;45;9;Muito positivo
42299;2026-04-04;2026;4;Torneio E-sports;Curitiba;PR;Sul;Tecnologia;Adulto;TikTok;Pista;Pix;Check-in realizado;Masculino;48;122,05;1;122,05;6,10;115,95;39,07;517;61;28;3;Neutro
42300;2025-06-29;2025;6;Campus Party;Indaiatuba;SP;Sudeste;E-sports;Adulto;TikTok;Online;Cartão Crédito;Confirmado;Masculino;43;15,07;2;30,14;0,00;30,14;17,98;272;33;11;3;Negativo
42301;2025-12-12;2025;12;Anime Friends;Belo Horizonte;MG;Sudeste;Tecnologia;Jovem adulto;Instagram;Camarote;Cartão Crédito;Reembolsado;Masculino;38;802,25;1;802,25;0,00;0,00;136,47;285;77;19;2;Negativo
42302;2025-04-02;2025;4;Feira Geek Local;Salvador;BA;Nordeste;Cosplay;Jovem adulto;Email Marketing;Online;Pix;Confirmado;Masculino;13;68,37;1;68,37;10,26;58,11;39,56;15;1;0;6;Muito positivo
42303;2025-02-26;2025;2;Anime Friends;Goiânia;GO;Centro-Oeste;Cosplay;Creator/Influencer;Twitch;Pista;Boleto;Check-in realizado;Feminino;19;70,22;1;70,22;3,51;66,71;49,45;260;49;23;3;Negativo
42304;2025-09-01;2025;9;CCXP;Manaus;AM;Norte;Cosplay;Adolescente;TikTok;Pista;Cartão Débito;Check-in realizado;Não informado;31;101,15;1;101,15;5,06;96,09;49,22;1389;330;128;4;Negativo
42305;2026-03-28;2026;3;CCXP;Porto Alegre;RS;Sul;Quadrinhos;Jovem adulto;TikTok;Pista;Pix;Confirmado;Não informado;46;181,86;1;181,86;9,09;172,77;78,18;405;16;25;1;Neutro
42306;2026-01-16;2026;1;Feira Geek Local;Curitiba;PR;Sul;Games;Adulto;TikTok;Camarote;Pix;Confirmado;Masculino;18;504,44;1;504,44;0,00;504,44;362,91;913;64;54;7;Positivo
42307;2025-01-04;2025;1;Feira Geek Local;Salvador;BA;Nordeste;Anime;Creator/Influencer;TikTok;Pista;Pix;Cancelado;Feminino;32;93,04;1;93,04;13,96;0,00;16,63;528;115;41;5;Muito positivo
42308;2026-04-11;2026;4;Torneio E-sports;São Paulo;SP;Sudeste;E-sports;Adulto;TikTok;Pista;Cartão Débito;Confirmado;Masculino;38;110,75;1;110,75;0,00;110,75;40,25;859;84;84;9;Positivo
42309;2025-11-16;2025;11;Maratona Streamer;Salvador;BA;Nordeste;Tecnologia;Jovem adulto;TikTok;Pista;Pix;Check-in realizado;Masculino;29;49,45;3;148,35;0,00;148,35;51,40;1898;233;125;9;Muito positivo
42310;2025-02-07;2025;2;Brasil Game Show;Indaiatuba;SP;Sudeste;Anime;Adulto;Email Marketing;Meet & Greet;Cartão Crédito;Check-in realizado;Masculino;25;762,27;4;3049,09;304,91;2744,18;1259,01;82;11;8;10;Positivo
42311;2025-09-12;2025;9;Encontro Cosplay;Fortaleza;CE;Nordeste;Quadrinhos;Adolescente;Email Marketing;VIP;Cartão Crédito;Confirmado;Feminino;32;226,99;1;226,99;22,70;204,29;86,46;168;10;11;8;Muito positivo
42312;2026-04-11;2026;4;Anime Friends;Curitiba;PR;Sul;Anime;Família;Twitch;Meet & Greet;Cartão Débito;Confirmado;Masculino;32;801,44;1;801,44;0,00;801,44;341,73;691;60;46;7;Muito positivo
42313;2026-02-07;2026;2;Lançamento Indie;Curitiba;PR;Sul;K-pop;Adulto;YouTube;Pista;Cartão Crédito;Confirmado;Feminino;50;92,38;1;92,38;4,62;87,76;58,20;884;214;70;2;Negativo
42314;2025-10-21;2025;10;Festival K-pop;Porto Alegre;RS;Sul;K-pop;Creator/Influencer;YouTube;Pista;Cartão Crédito;Check-in realizado;Masculino;46;63,02;1;63,02;0,00;63,02;26,16;1876;475;103;7;Positivo
42315;2026-01-18;2026;1;Encontro Cosplay;Campinas;SP;Sudeste;Anime;Jovem adulto;Indicação;Pista;Cartão Crédito;Check-in realizado;Feminino;47;121,82;3;365,46;18,27;347,19;141,34;20;3;1;6;Neutro
42316;2026-03-05;2026;3;Encontro Cosplay;Porto Alegre;RS;Sul;Games;Jovem adulto;TikTok;Pista;Carteira Digital;Check-in realizado;Feminino;39;85,54;4;342,17;0,00;342,17;188,78;1209;203;45;2;Negativo
42317;2025-08-30;2025;8;Brasil Game Show;Rio de Janeiro;RJ;Sudeste;Cultura Geek;Adolescente;Twitch;Pista;Cartão Crédito;Check-in realizado;Masculino;49;171,39;2;342,78;0,00;342,78;234,05;665;139;25;5;Positivo
42318;2025-06-06;2025;6;Feira Geek Local;Recife;PE;Nordeste;K-pop;Adulto;Instagram;Pista;Pix;Confirmado;Feminino;13;67,52;1;67,52;0,00;67,52;25,46;1998;463;198;6;Positivo
42319;2026-03-26;2026;3;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;K-pop;Jovem adulto;Google;Pista;Pix;Confirmado;Feminino;37;73,67;1;73,67;0,00;73,67;32,29;134;34;6;1;Negativo
42320;2025-04-22;2025;4;Maratona Streamer;Porto Alegre;RS;Sul;Tecnologia;Adolescente;TikTok;Pista;Pix;Cancelado;Masculino;45;66,99;3;200,97;0,00;0,00;50,58;2266;524;254;1;Negativo
42321;2025-05-29;2025;5;Torneio E-sports;Manaus;AM;Norte;E-sports;Jovem adulto;Instagram;Pista;Cartão Débito;Confirmado;Feminino;35;100,86;1;100,86;5,04;95,82;43,43;1976;206;212;2;Negativo
42322;2026-03-29;2026;3;Brasil Game Show;Goiânia;GO;Centro-Oeste;Cultura Geek;Família;Instagram;Camarote;Cartão Crédito;Confirmado;Não informado;52;379,21;1;379,21;18,96;360,25;245,04;542;33;30;6;Positivo
42323;2026-03-30;2026;3;Brasil Game Show;Goiânia;GO;Centro-Oeste;Cosplay;Jovem adulto;Indicação;Pista;Cartão Crédito;Confirmado;Masculino;41;170,71;4;682,83;102,42;580,41;229,55;50;11;4;7;Muito positivo
42324;2025-02-13;2025;2;Maratona Streamer;Belém;PA;Norte;Anime;Jovem adulto;TikTok;VIP;Carteira Digital;Check-in realizado;Masculino;22;166,55;1;166,55;16,66;149,89;105,82;3725;532;230;9;Positivo
42325;2025-12-29;2025;12;Lançamento Indie;Florianópolis;SC;Sul;Anime;Família;TikTok;VIP;Cartão Crédito;Confirmado;Masculino;42;407,68;1;407,68;20,38;387,30;179,89;877;239;35;6;Muito positivo
42326;2025-05-17;2025;5;Lançamento Indie;Manaus;AM;Norte;Anime;Creator/Influencer;Twitch;Camarote;Cartão Crédito;Check-in realizado;Feminino;37;629,19;4;2516,76;251,68;2265,08;1609,51;241;12;15;8;Positivo
42327;2025-08-26;2025;8;Campus Party;Porto Alegre;RS;Sul;Anime;Creator/Influencer;Twitch;Camarote;Pix;Check-in realizado;Feminino;50;495,94;2;991,89;49,59;942,30;493,16;1414;390;174;10;Muito positivo
42328;2025-03-07;2025;3;CCXP;Goiânia;GO;Centro-Oeste;Anime;Jovem adulto;Instagram;Pista;Cartão Crédito;Confirmado;Feminino;17;167,51;1;167,51;25,13;142,38;74,70;1495;98;138;9;Muito positivo
42329;2025-09-08;2025;9;Encontro Cosplay;Goiânia;GO;Centro-Oeste;Games;Jovem adulto;Instagram;Pista;Cartão Crédito;Check-in realizado;Masculino;45;82,98;1;82,98;0,00;82,98;56,22;614;106;63;8;Positivo
42330;2025-04-04;2025;4;Brasil Game Show;Salvador;BA;Nordeste;Anime;Creator/Influencer;Email Marketing;Camarote;Pix;Confirmado;Feminino;36;661,19;1;661,19;0,00;661,19;265,82;242;31;24;7;Muito positivo
42331;2025-03-11;2025;3;Brasil Game Show;Belém;PA;Norte;Cultura Geek;Adulto;TikTok;Pista;Cartão Crédito;Confirmado;Feminino;19;111,23;1;111,23;11,12;100,11;57,56;1412;386;147;3;Negativo
42332;2025-08-17;2025;8;Anime Friends;Indaiatuba;SP;Sudeste;Quadrinhos;Adolescente;TikTok;Pista;Pix;Confirmado;Masculino;29;128,91;1;128,91;0,00;128,91;43,26;1209;112;82;7;Positivo
42333;2026-05-01;2026;5;Campus Party;Belém;PA;Norte;K-pop;Jovem adulto;Instagram;Pista;Pix;Check-in realizado;Masculino;23;107,66;1;107,66;0,00;107,66;53,18;560;96;26;3;Neutro
42334;2025-04-14;2025;4;Brasil Game Show;Goiânia;GO;Centro-Oeste;Cosplay;Jovem adulto;YouTube;Pista;Cartão Crédito;Confirmado;Masculino;51;101,68;1;101,68;0,00;101,68;33,54;418;84;9;7;Neutro
42335;2026-01-19;2026;1;Feira Geek Local;Florianópolis;SC;Sul;Quadrinhos;Jovem adulto;TikTok;Online;Pix;Check-in realizado;Feminino;53;19,20;1;19,20;0,00;19,20;12,04;1609;286;72;8;Positivo
42336;2025-10-01;2025;10;Torneio E-sports;Fortaleza;CE;Nordeste;Games;Jovem adulto;TikTok;VIP;Cartão Crédito;Confirmado;Não informado;36;385,44;3;1156,33;173,45;982,88;540,58;1244;148;69;10;Positivo
42337;2026-02-14;2026;2;Anime Friends;Porto Alegre;RS;Sul;Quadrinhos;Adolescente;TikTok;Pista;Cartão Crédito;Reembolsado;Feminino;29;168,23;2;336,46;33,65;0,00;75,72;256;62;19;4;Neutro
42338;2025-08-19;2025;8;Anime Friends;Rio de Janeiro;RJ;Sudeste;E-sports;Jovem adulto;TikTok;Online;Pix;Cancelado;Masculino;19;36,63;5;183,16;0,00;0,00;40,07;669;83;47;2;Negativo
42339;2026-03-06;2026;3;Festival K-pop;Campinas;SP;Sudeste;K-pop;Adolescente;YouTube;Pista;Pix;Reembolsado;Masculino;15;83,09;1;83,09;12,46;0,00;9,58;1029;169;113;2;Negativo
42340;2025-08-05;2025;8;Campus Party;Belém;PA;Norte;Anime;Família;Twitch;Pista;Pix;Confirmado;Masculino;33;137,39;1;137,39;41,22;96,17;83,23;1861;324;194;9;Muito positivo
42341;2025-07-07;2025;7;Festival K-pop;Curitiba;PR;Sul;Anime;Família;TikTok;Camarote;Cartão Crédito;Check-in realizado;Masculino;43;338,30;1;338,30;33,83;304,47;184,29;2469;369;156;6;Muito positivo
42342;2025-02-24;2025;2;Brasil Game Show;Manaus;AM;Norte;Anime;Adolescente;TikTok;Meet & Greet;Pix;Check-in realizado;Masculino;41;686,60;2;1373,19;0,00;1373,19;986,86;916;214;88;6;Positivo
42343;2025-02-05;2025;2;Campus Party;Rio de Janeiro;RJ;Sudeste;Quadrinhos;Creator/Influencer;TikTok;Pista;Cartão Crédito;Confirmado;Feminino;52;163,70;1;163,70;8,19;155,51;115,24;5397;1151;519;8;Muito positivo
